,hsa-let-7a-3p,hsa-let-7a-5p,hsa-let-7b-5p,hsa-let-7c-5p,hsa-let-7e-5p,hsa-let-7f-5p,hsa-let-7g-5p,hsa-let-7i-5p,hsa-miR-1,hsa-miR-100-5p,hsa-miR-101-3p,hsa-miR-103a-3p,hsa-miR-103b,hsa-miR-105-5p,hsa-miR-106b-5p,hsa-miR-107,hsa-miR-10a-5p,hsa-miR-1180-3p,hsa-miR-1185-1-3p,hsa-miR-1185-5p,hsa-miR-124-3p,hsa-miR-124-5p,hsa-miR-1247-3p,hsa-miR-1247-5p,hsa-miR-1249,hsa-miR-125a-5p,hsa-miR-125b-5p,hsa-miR-126-3p,hsa-miR-126-5p,hsa-miR-127-3p,hsa-miR-1271-5p,hsa-miR-128-3p,hsa-miR-129-1-3p,hsa-miR-129-2-3p,hsa-miR-129-5p,hsa-miR-1301-3p,hsa-miR-1306-5p,hsa-miR-130a-3p,hsa-miR-132-3p,hsa-miR-133a-3p,hsa-miR-135b-5p,hsa-miR-136-3p,hsa-miR-137,hsa-miR-138-5p,hsa-miR-140-3p,hsa-miR-140-5p,hsa-miR-142-3p,hsa-miR-142-5p,hsa-miR-143-3p,hsa-miR-145-5p,hsa-miR-146a-5p,hsa-miR-146b-5p,hsa-miR-148a-3p,hsa-miR-148b-3p,hsa-miR-148b-5p,hsa-miR-149-5p,hsa-miR-150-5p,hsa-miR-152-3p,hsa-miR-153-3p,hsa-miR-155-5p,hsa-miR-15a-5p,hsa-miR-15b-5p,hsa-miR-16-5p,hsa-miR-17-5p,hsa-miR-181b-5p,hsa-miR-181d-5p,hsa-miR-182-5p,hsa-miR-183-5p,hsa-miR-186-5p,hsa-miR-187-3p,hsa-miR-190b,hsa-miR-191-5p,hsa-miR-192-5p,hsa-miR-194-5p,hsa-miR-195-5p,hsa-miR-196a-5p,hsa-miR-197-3p,hsa-miR-199a-3p,hsa-miR-199a-5p,hsa-miR-199b-3p,hsa-miR-19b-3p,hsa-miR-200a-3p,hsa-miR-203a,hsa-miR-203b-5p,hsa-miR-204-5p,hsa-miR-20a-5p,hsa-miR-21-5p,hsa-miR-210-3p,hsa-miR-211-5p,hsa-miR-2110,hsa-miR-216a-3p,hsa-miR-216a-5p,hsa-miR-217,hsa-miR-218-5p,hsa-miR-22-3p,hsa-miR-223-3p,hsa-miR-224-5p,hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-24-3p,hsa-miR-25-3p,hsa-miR-26a-2-3p,hsa-miR-26a-5p,hsa-miR-26b-3p,hsa-miR-26b-5p,hsa-miR-27a-3p,hsa-miR-27b-3p,hsa-miR-299-5p,hsa-miR-29a-3p,hsa-miR-29b-3p,hsa-miR-29c-3p,hsa-miR-301a-3p,hsa-miR-30a-3p,hsa-miR-30a-5p,hsa-miR-30b-5p,hsa-miR-30c-2-3p,hsa-miR-30c-5p,hsa-miR-30d-3p,hsa-miR-30d-5p,hsa-miR-30e-3p,hsa-miR-30e-5p,hsa-miR-31-3p,hsa-miR-31-5p,hsa-miR-3184-5p,hsa-miR-323a-3p,hsa-miR-323b-3p,hsa-miR-324-5p,hsa-miR-328-3p,hsa-miR-329-3p,hsa-miR-331-3p,hsa-miR-335-3p,hsa-miR-335-5p,hsa-miR-337-5p,hsa-miR-339-3p,hsa-miR-340-5p,hsa-miR-342-3p,hsa-miR-34a-5p,hsa-miR-3529-3p,hsa-miR-361-3p,hsa-miR-361-5p,hsa-miR-3617-5p,hsa-miR-369-5p,hsa-miR-370-3p,hsa-miR-378a-3p,hsa-miR-379-5p,hsa-miR-381-3p,hsa-miR-382-5p,hsa-miR-409-3p,hsa-miR-409-5p,hsa-miR-423-3p,hsa-miR-424-5p,hsa-miR-425-3p,hsa-miR-432-5p,hsa-miR-451a,hsa-miR-452-3p,hsa-miR-452-5p,hsa-miR-454-3p,hsa-miR-455-3p,hsa-miR-455-5p,hsa-miR-484,hsa-miR-485-3p,hsa-miR-485-5p,hsa-miR-486-3p,hsa-miR-486-5p,hsa-miR-487a-3p,hsa-miR-487b-3p,hsa-miR-488-3p,hsa-miR-491-5p,hsa-miR-493-3p,hsa-miR-497-5p,hsa-miR-504-5p,hsa-miR-532-3p,hsa-miR-542-3p,hsa-miR-543,hsa-miR-551b-3p,hsa-miR-585-3p,hsa-miR-590-3p,hsa-miR-598-3p,hsa-miR-628-3p,hsa-miR-628-5p,hsa-miR-629-5p,hsa-miR-660-5p,hsa-miR-7-5p,hsa-miR-744-5p,hsa-miR-767-5p,hsa-miR-769-5p,hsa-miR-888-5p,hsa-miR-891a-5p,hsa-miR-891b,hsa-miR-892a,hsa-miR-892b,hsa-miR-9-3p,hsa-miR-9-5p,hsa-miR-92a-3p,hsa-miR-92b-3p,hsa-miR-93-5p,hsa-miR-95-3p,hsa-miR-96-5p,hsa-miR-98-5p,hsa-miR-99a-3p,Disese Group
sample_67,1044.0,1680546.84,459940.49,198004.92,239918.66,1055534.22,239049.5,162330.92,69468.66,29751.5,106440.32,123682.9,123682.9,3631.5,359.33,20574.29,18.0,6793.0,137.33,965.0,754151.76,6464.9,8.0,76.0,40.0,949706.05,1179408.46,135567.5,19883.17,61786.5,767.5,74993.66,707.25,8924.0,70300.76,4778.75,288.0,4336.25,6883.0,18667.82,8576.67,1736.5,2309.0,40231.5,24103.5,4353.5,1550.0,441.83,78771.92,3972.25,6622.33,5909.0,25302.0,40672.58,322.0,55164.42,2364.0,11496.0,1172.5,1694.0,10853.33,5987.83,443127.0,1028.0,74943.16,3613.0,2250159.67,1985917.33,10132.67,1595.5,205071.17,185177.5,49820.67,13433.0,7938.25,53.5,2720.0,3924.94,643.0,1961.47,5262.5,1399.5,659.25,659.25,343947.67,10245.0,109743.67,13707.0,114573.75,715.0,828.17,5509.83,7154.67,13286.34,11966.42,3122.25,85.0,29548.75,62151.91,51521.49,27090.5,457.17,1244477.32,387.0,391535.42,7342.17,111016.5,4620.5,268267.67,123825.63,254938.9,1651.5,29936.5,187336.5,36117.08,2700.25,78987.84,711.33,405444.0,20701.17,52651.33,183.5,41341.08,4583.58,12605.5,1758.5,2634.33,4972.42,2937.34,2413.42,1068.5,44312.92,481.83,3354.0,10327.83,235710.83,49749.92,9417.15,8533.0,35829.17,623.0,4640.0,2168.0,6576.57,33867.0,4204.0,16055.17,9201.5,3414.0,4583.58,200.0,3222.33,17368.0,930.5,4.0,10.0,19616.58,255.5,918.0,3727.92,4108.5,3663.33,2383.08,2382.08,195.0,8364.25,3471.0,2624.17,530.83,725.0,655.0,662.0,268.0,579.0,1704.83,283.5,1161.0,8640.58,1712.5,6476.5,1770.0,5864.0,46526.77,5534.5,1288.83,7106.83,15.0,28.0,1.0,9.0,6.0,252697.17,2158760.27,54735.16,4197.0,21194.5,14373.42,578016.75,24031.08,1299.83,1
sample_68,3229.34,987628.61,272912.25,92468.92,167075.75,689525.23,195694.08,117488.92,70210.5,9038.5,214868.82,53298.98,53298.98,1097.34,220.0,9576.35,7.0,1396.0,319.5,665.0,85273.45,9984.84,7.0,82.0,25.0,733077.47,1577946.46,184017.0,28177.0,44638.5,226.5,100647.34,242.75,1840.83,38484.3,2495.5,438.0,13027.83,2068.0,9994.84,2237.0,1934.5,1002.0,10359.0,36807.58,7539.5,1396.5,1243.5,33591.83,2950.83,6800.5,3628.0,30948.5,49646.0,390.0,19946.08,1541.0,20171.0,2998.0,604.0,13186.58,5957.58,487899.66,1271.83,15335.5,531.0,2517372.0,1096082.92,10102.08,2422.0,201977.33,323435.83,68848.33,14830.66,7955.17,99.0,942.5,1265.14,973.0,632.57,14710.84,658.5,1122.92,1122.92,300203.17,3323.83,54998.5,27811.0,65500.92,441.0,903.67,3087.5,1776.0,20321.0,7983.33,6699.92,149.0,15737.25,36909.67,46699.49,30656.5,1422.33,449262.98,615.0,403182.25,17796.83,237933.25,3642.0,357278.58,292817.24,489981.87,4835.33,32523.17,144615.33,72654.0,2201.92,131292.66,1316.67,242030.0,23601.0,48631.67,363.0,23109.5,920.75,10505.5,5442.0,5058.5,4916.67,1327.5,5172.92,603.5,128006.33,973.17,2920.5,10678.5,124408.5,64980.25,11314.79,17265.17,13172.92,196.5,2175.0,3347.5,1385.99,26057.75,1306.0,20681.0,12522.0,1325.5,920.75,589.0,3079.5,15628.58,266.5,4.0,42.33,12335.33,402.5,646.0,388.0,3598.0,800.0,367.34,365.34,208.0,8080.67,1128.83,621.0,516.0,2690.0,1127.17,855.83,353.0,214.0,3445.0,106.0,1543.83,5071.0,1508.0,2750.5,1333.5,4451.5,56124.95,3157.5,1682.0,4629.83,67.0,180.0,35.0,40.0,16.5,269635.93,1763769.72,10974.0,905.0,28431.33,14424.67,224609.75,10579.92,2049.5,1
sample_69,3503.5,1402234.46,333181.33,133068.5,209952.91,1014383.56,249439.92,142783.17,48096.84,11427.0,265250.48,55367.94,55367.94,1586.0,305.5,10706.76,55.0,1549.0,311.5,596.0,102680.19,10299.67,15.0,150.0,33.0,864775.72,1820732.28,189217.83,32796.25,47401.25,278.83,121625.5,240.33,2975.42,66657.78,2822.25,430.5,18961.42,2730.75,7430.16,7830.33,1813.0,2419.0,8485.84,41388.67,10395.25,2766.0,1671.33,40531.67,5098.08,16051.5,6052.08,36499.5,52759.67,377.0,18229.83,1310.0,19814.33,4405.84,833.5,18422.83,8436.17,708764.84,1984.83,19288.5,833.5,2897749.92,1294018.83,16381.75,2497.0,281321.83,311444.5,85879.67,17221.84,8101.42,21.5,1126.0,1783.48,1087.66,890.24,17928.0,1197.83,1086.67,1086.67,293845.5,5749.5,85609.92,18389.25,71936.33,411.0,1188.75,5188.25,3007.0,25938.34,7234.25,4051.25,189.0,20806.17,41319.42,48906.0,39043.5,1623.17,601588.65,776.5,493132.83,22796.42,270276.92,2333.33,459585.25,332055.41,577920.71,5511.33,39530.33,180926.5,84548.75,2893.25,155633.16,1750.17,306295.83,28455.83,61222.33,436.0,19535.83,975.42,13491.0,5229.5,5470.0,4856.75,1454.66,5768.17,1030.5,134221.92,897.5,3227.25,14655.33,130414.17,65719.75,13744.81,22775.83,19270.0,199.5,3128.0,3337.58,1252.5,23768.75,1655.0,20217.17,14050.75,1181.5,975.42,207.5,3244.5,13982.08,492.0,12.0,47.0,15581.0,542.0,727.0,534.0,4389.0,633.5,652.08,650.08,172.0,7718.0,1384.5,673.0,734.08,2188.33,1431.0,875.0,92.0,251.0,5979.83,112.5,2037.0,6664.0,1611.75,3369.5,1485.0,5270.5,67896.99,3138.25,2494.25,4953.33,45.0,89.0,17.0,24.0,10.0,288918.87,2028655.69,16324.66,1284.5,32594.33,21268.33,274165.25,14263.83,2836.5,1
sample_70,4759.66,1365902.08,284684.99,90272.17,212817.58,989958.47,282380.5,160766.5,121817.5,8667.5,334790.32,64805.5,64805.5,1166.34,365.5,13784.25,9.0,1885.0,360.0,1045.0,126069.82,13709.78,1.0,18.0,20.0,880719.8,1578130.94,207195.08,37788.5,65032.33,277.33,137546.66,525.83,3526.83,95406.26,3337.83,335.0,14776.42,2547.0,16532.16,3775.92,2890.33,2411.0,15507.0,42250.58,10939.5,1021.0,790.08,31758.42,4316.75,6703.5,2628.42,33780.83,68641.08,508.0,31035.25,1315.0,19539.0,4869.5,758.0,23717.67,10722.5,781152.16,2366.67,17282.5,815.0,4020816.66,1778776.42,17333.58,1701.67,233134.33,333894.08,93099.08,19468.84,5451.0,11.0,1009.0,1546.64,1023.0,772.32,21377.5,817.0,1113.21,1113.21,318629.42,6741.5,76757.42,36497.0,64642.83,416.0,1059.25,4187.58,2565.0,26950.84,6957.67,3525.58,53.0,18563.92,37949.5,45746.24,45298.5,1926.5,662197.48,920.33,556505.16,23260.83,250565.5,4230.0,555213.92,412249.23,767266.54,7166.83,39094.83,188521.5,109614.0,2400.67,187585.0,2013.75,317901.17,35882.5,77046.17,378.5,17213.33,918.5,15710.5,8363.5,5333.83,4315.33,2033.66,5781.17,743.5,113168.17,1109.33,3341.0,17198.33,180354.83,121842.67,13274.17,17453.5,16217.92,292.5,3722.0,3378.58,1668.66,39007.25,2232.83,24140.83,21198.5,2261.5,918.5,176.0,3925.08,18255.17,609.0,5.0,21.0,19973.58,373.0,626.0,482.67,4293.5,810.5,713.42,713.42,214.0,11542.42,1502.0,792.0,539.67,1616.5,714.5,700.0,49.0,323.5,3428.33,68.0,2806.08,7836.75,1950.75,4244.0,1507.5,5282.5,65688.55,2842.75,1388.33,5697.83,12.0,27.0,8.0,10.0,3.0,277599.56,2093109.29,17927.0,879.0,37786.5,22686.33,414723.33,15280.42,2277.0,1
sample_71,1411.66,1406241.55,235585.25,102655.67,127913.67,696202.07,143674.75,94582.83,17782.34,7544.5,131346.82,40770.98,40770.98,1428.34,268.0,6359.29,100.0,2418.5,137.5,287.0,117150.47,8373.61,11.0,198.0,12.0,493650.98,781944.64,89882.0,13588.17,25559.5,241.33,61225.0,135.08,1674.67,37413.48,2654.75,478.0,6578.58,3247.0,2764.16,2750.17,864.0,856.0,5136.34,22220.08,6697.25,985.75,591.08,25565.25,1631.92,7670.0,2967.42,34807.5,49280.33,410.0,10785.5,1070.0,12668.67,1309.16,759.0,11901.92,5722.83,693533.66,1426.0,12821.66,481.5,3362954.0,2341680.08,7386.5,1570.83,165436.92,187612.08,50599.75,10103.0,4501.17,17.0,971.5,2343.96,771.34,1171.98,7808.0,883.5,299.67,299.67,226020.25,3833.5,48581.25,11640.75,35493.08,408.0,740.25,2628.83,1940.5,8833.0,5359.83,3924.5,58.0,7630.08,22387.25,26319.25,24513.5,790.0,468068.66,432.0,376240.5,4959.33,124003.67,1032.0,236616.17,162473.96,277309.98,2674.0,19125.17,100049.5,38725.5,1698.0,69475.41,1126.0,262488.67,16254.17,39947.17,139.0,11158.17,1420.25,6520.5,2054.5,2710.33,5488.17,916.0,3610.92,848.5,70776.67,403.33,2690.5,8949.33,193335.67,16654.5,5736.66,10547.0,14442.92,454.33,1638.0,2125.75,4064.82,16175.25,1188.5,9039.83,5568.33,633.0,1420.25,196.0,2079.75,7720.67,1313.0,7.0,12.0,14597.5,248.0,440.0,607.0,2395.0,591.0,791.66,790.66,70.0,2913.5,1431.17,466.0,482.33,774.5,1259.5,550.0,134.0,73.0,1811.0,103.0,1268.33,3154.5,1443.0,2820.33,1200.0,2924.0,28469.32,3391.0,1846.33,3016.0,17.0,28.0,6.0,2.0,4.0,179340.83,1466245.17,19885.66,1259.0,18041.83,13699.0,347174.58,11076.0,947.83,1
sample_72,2418.0,1042774.47,249968.91,98242.42,94050.08,602058.91,174524.92,108359.83,9199.16,14061.0,163401.5,47591.9,47591.9,805.34,345.5,6453.6,28.0,2131.0,46.0,203.0,155046.14,12001.31,28.0,273.0,9.0,422931.73,1225443.46,83071.0,11800.83,19286.5,396.75,60685.34,143.33,1609.58,30034.14,1753.08,314.0,12319.42,2379.0,1918.34,2267.83,895.0,854.0,5884.66,35260.33,6216.5,1245.25,855.92,33689.75,3090.08,4928.0,7979.58,23542.5,50712.67,353.0,7596.33,1256.0,13053.5,1424.66,490.0,17462.17,4514.42,469331.0,1733.5,10908.34,502.5,2937723.58,1628816.83,16306.42,3595.08,117908.08,204969.91,60353.08,14096.66,10031.0,89.0,1057.33,1524.48,678.66,761.74,16846.16,893.5,322.08,322.08,150330.0,5975.5,70458.5,39154.33,29568.92,427.0,357.5,2161.0,1542.0,12352.66,8888.75,3872.75,272.5,14072.5,21163.5,28511.0,32014.5,1108.17,486468.32,566.5,400415.42,10909.75,128960.33,652.0,402082.5,211175.36,406164.97,2549.5,27356.0,163753.0,70213.0,2000.33,96758.34,1548.33,311292.58,19896.33,52902.83,306.5,17882.33,1038.42,4020.0,1051.5,3131.67,3690.25,692.34,5464.67,759.0,128651.25,489.33,3333.33,10933.75,154877.5,45746.92,5493.84,15051.0,10503.58,565.5,844.0,614.0,3342.99,6948.25,987.0,7562.33,2738.0,363.0,1037.42,1097.5,3728.0,4008.0,429.0,29.0,133.83,10960.83,516.5,955.0,740.0,1222.0,264.0,443.74,443.74,65.0,2175.0,1823.33,361.0,433.08,2794.67,832.17,480.5,953.0,71.0,4396.5,119.0,1272.0,4043.33,1431.0,2549.5,618.5,4296.0,27076.18,1822.0,1611.33,2853.0,68.0,174.0,25.0,25.0,23.0,262048.42,1677359.54,16004.16,1402.0,26067.0,11194.33,487610.17,10469.67,1665.5,1
sample_73,4763.16,1599403.33,418229.58,173094.58,180821.5,994735.73,237653.58,155183.08,12357.0,25709.5,225023.5,52999.92,52999.92,2627.16,335.5,9354.75,154.0,1575.0,320.5,434.0,81102.0,12692.57,910.0,2333.0,18.0,790589.89,2093245.12,104434.0,18774.17,37732.0,289.0,133434.34,165.17,1511.25,24920.64,1670.5,366.0,34834.83,3176.0,2002.0,6861.83,2356.5,1719.0,5045.66,48153.67,9450.0,4805.25,4748.25,29507.92,3304.92,15976.5,7733.08,55371.0,52689.17,413.0,11223.33,1129.5,28352.17,2959.5,419.0,20916.17,12243.42,681780.16,1746.0,14807.84,659.0,2314143.25,922932.75,24567.17,4616.92,270575.75,423061.41,68415.58,16737.0,20611.0,615.5,955.5,3086.12,1624.16,1542.06,24459.5,1506.0,909.67,909.17,398886.92,5894.5,110954.75,30524.75,103721.33,487.0,1226.92,5628.5,3875.08,33003.34,11719.17,23938.75,11181.5,33531.75,44575.75,53834.37,48886.5,2234.0,606739.32,1107.0,685092.66,26047.75,239972.33,1522.0,452213.08,333398.23,537170.53,5230.5,55116.5,248169.33,93704.33,3057.42,182408.0,2107.5,327534.83,35547.33,62736.5,728.5,30056.08,1079.75,8476.5,2302.5,4076.75,4277.83,1580.5,4110.5,1991.75,300341.16,976.5,3095.83,13498.83,132498.0,64502.0,17768.12,27128.33,24391.92,42.5,3665.0,2548.33,799.33,13484.25,1678.0,19902.5,11459.5,777.0,1079.75,1281.0,2967.83,10498.58,3912.0,501.0,1608.0,12601.0,560.5,988.0,436.08,3247.5,364.5,945.5,945.0,289.0,8559.17,2031.5,636.0,920.92,7610.42,1318.67,906.83,586.5,238.0,11859.67,126.0,3107.83,5826.0,1638.5,3508.0,1531.5,5551.0,88288.74,3104.25,4816.58,4828.5,1501.0,4174.0,1022.5,1044.5,409.5,341825.27,1865345.17,16609.0,1305.0,40683.0,21970.0,283859.83,14507.67,3449.5,1
sample_74,7100.84,1464129.38,311276.5,145027.83,142115.67,924484.98,221985.75,114217.17,26485.66,20929.0,415418.98,59095.36,59095.36,2012.0,460.83,11328.65,19.0,2203.0,262.5,832.0,189142.87,26258.11,106.0,307.0,5.0,677791.56,1674630.28,183303.5,31348.25,36016.0,312.0,138321.0,267.83,2953.5,51341.78,2090.08,323.5,35089.08,4693.0,3932.5,3135.75,3273.5,1618.0,8781.16,46498.17,10153.0,926.0,1472.83,32258.83,2523.33,7241.5,5470.25,48203.33,81676.58,715.5,12494.5,1256.0,25283.08,3486.34,521.0,39419.25,11538.5,890387.5,2377.0,16951.84,815.0,5283686.42,2131449.0,25643.33,3894.5,241474.92,444889.66,111015.33,23945.5,12201.83,36.0,821.0,2108.96,1340.34,1052.98,42701.5,2228.0,871.29,871.29,318639.42,6752.5,112598.83,51162.75,53789.67,386.0,1431.67,4395.0,3211.0,19871.34,14289.25,5584.58,139.0,14784.67,32912.92,39343.25,45822.0,2422.67,601618.14,967.5,644422.0,15701.17,235347.17,1754.5,658817.0,414613.2,1038447.69,7447.33,50441.33,230497.0,140208.25,2565.25,198921.66,2821.0,406584.67,46945.33,84739.08,735.5,21066.25,1106.75,15047.5,3688.0,4544.33,3144.75,1725.16,6143.25,1277.0,354684.25,1199.92,3702.0,25328.83,258193.83,30747.5,15101.35,28638.83,20246.42,708.0,2629.0,1359.0,4591.99,19209.5,1831.5,15441.0,9531.5,981.0,1105.75,1985.75,3639.33,9734.33,1224.0,16.0,66.0,16907.33,588.0,1043.0,666.33,2435.33,393.0,510.5,506.5,197.0,8242.5,3274.0,484.33,770.17,5302.5,1692.0,477.33,1409.33,239.0,9925.25,75.0,3481.5,6261.83,2118.33,4725.83,1504.5,7036.5,75173.95,2195.83,3263.5,6858.5,40.0,75.0,19.5,19.0,8.0,426264.52,2403857.57,23991.84,1555.17,33165.83,24052.5,745929.67,12643.5,3425.5,1
sample_75,1794.0,1841514.27,394872.74,184399.75,150246.83,958616.98,195642.33,130668.17,8772.0,37543.5,189739.0,113434.87,113434.87,4539.5,609.5,16278.92,40.0,10407.5,177.0,440.0,1272887.85,19783.2,208.0,1920.0,45.33,634003.9,1155043.8,90743.5,15066.17,28900.0,812.5,82759.84,389.67,7770.33,33067.8,3117.25,366.0,10119.25,16671.5,2128.84,6855.0,1439.5,3789.33,23348.34,28286.33,6218.33,3615.75,804.75,57202.0,3908.92,5577.5,11798.5,24190.5,54589.33,376.0,16582.67,1900.33,12747.17,2054.16,1006.0,35276.25,10660.0,835732.16,1329.0,87000.16,4909.0,3946436.0,3217349.0,15191.5,3923.58,208441.0,239409.58,49571.83,14516.5,19336.17,170.0,2154.42,3051.78,568.0,1524.39,12978.84,2175.33,844.33,844.33,359516.92,15350.0,193104.92,30871.25,92169.83,793.0,775.33,6985.5,6199.75,12982.34,22666.58,5413.0,321.0,32536.08,56634.91,51498.11,35642.0,813.5,1194868.66,590.0,588428.33,9522.58,112004.08,1528.5,421882.17,178212.95,358502.14,3212.83,29798.42,206468.83,59342.5,2457.75,101286.5,1186.83,576978.0,24907.92,68792.5,349.0,44618.58,6030.67,8743.5,1332.5,2793.5,5719.0,1852.66,4697.33,2462.0,115887.67,368.0,6726.5,24318.17,372647.5,34462.17,7576.18,13305.83,46673.75,640.0,3457.0,843.0,7478.49,9015.75,2479.75,10498.0,3230.5,617.0,6029.33,1415.5,3880.5,6724.42,569.0,20.0,108.5,21797.33,567.17,2254.0,10429.08,3871.5,957.5,955.34,955.34,243.5,5723.17,8182.33,979.33,582.92,2300.83,725.5,766.0,1333.5,346.0,1132.5,151.0,2010.67,6939.0,2136.5,7808.0,1312.0,6279.0,37647.74,4893.67,2916.83,6584.25,136.0,153.0,35.0,41.0,26.0,376269.52,2393298.18,107933.5,13912.75,23336.0,14318.0,1587152.83,20442.5,1380.0,1
sample_76,855.0,2021922.24,415719.49,207626.25,171231.25,1096258.65,137795.0,161005.17,8896.34,30684.5,137565.16,91555.06,91555.06,3791.0,470.5,9880.5,33.0,10729.83,91.0,207.0,728295.15,9411.87,240.0,2979.0,30.33,641807.06,916134.48,101711.0,10391.17,30534.0,606.5,67063.66,258.33,3400.08,38332.64,3057.67,765.0,5629.17,9657.5,1640.5,5568.17,911.5,2845.0,10243.34,31087.25,6254.0,3210.0,564.5,69919.42,2348.5,6432.5,12398.42,28540.0,49197.5,380.0,12109.92,1821.0,10776.5,742.84,1519.0,14795.5,5737.42,894147.0,1671.0,41272.84,1685.5,4389979.58,4480732.33,7789.25,1996.5,185892.0,208499.08,46789.83,9153.16,12584.5,95.0,2235.67,3916.28,599.66,1957.14,4540.0,1342.5,697.08,697.08,270250.92,8622.0,134566.42,19314.0,72216.92,826.0,705.67,3953.0,5581.0,8626.0,11265.42,3822.75,264.0,16481.42,37736.17,28262.74,31839.0,515.5,1084734.48,428.0,507028.75,4753.25,100421.58,765.0,360450.0,121401.13,297054.57,1783.83,28871.0,171759.83,33068.33,2521.5,59971.5,888.33,525638.67,20538.83,52373.17,147.0,24855.0,4867.87,5725.5,1046.0,2588.5,10473.83,1276.5,4184.83,1524.0,55701.92,259.83,4092.0,14996.75,343692.0,18752.25,7455.98,10438.17,30281.17,557.5,2694.0,1189.5,10853.07,11072.25,2287.0,9896.33,3168.5,479.0,4867.87,597.08,2953.17,7628.17,604.0,8.0,75.5,18786.0,437.75,1252.5,4262.67,3287.0,1212.0,1553.66,1553.66,146.0,3382.67,3948.0,982.0,653.33,976.83,1418.83,546.33,796.0,238.0,1781.5,141.0,1254.5,6277.08,1674.5,7475.08,1421.0,4571.0,36810.7,7934.83,2189.58,5550.5,152.5,200.0,25.0,48.0,23.0,204375.53,2022555.94,75571.5,8313.5,20966.5,14260.67,930834.67,16580.17,847.5,1
sample_77,2926.34,919517.0,219300.5,81279.67,97018.42,551524.74,133335.58,74179.25,5745.5,8732.5,201358.32,42922.0,42922.0,1341.0,227.0,6494.27,25.0,1898.5,172.0,236.66,101452.95,13481.29,22.0,304.0,13.5,498003.82,1032096.8,143001.5,17985.17,25432.5,149.5,107007.16,277.25,2598.25,41244.62,2111.33,519.5,16141.08,2377.0,860.5,1436.58,1158.0,1259.0,4043.0,31878.0,5569.5,461.0,727.75,29735.5,3156.17,5236.0,2716.5,15384.5,42219.5,409.0,6694.33,1079.5,14592.83,1461.34,369.0,19147.33,6307.0,568750.5,1433.0,11820.0,406.0,3668464.0,1464714.92,14237.5,1172.0,136666.08,366310.0,69841.67,12515.66,6014.0,17.0,800.0,1775.14,1071.34,885.07,17240.0,489.0,973.67,973.33,217649.92,3385.0,55982.92,36004.75,45746.83,383.0,827.0,2013.08,1774.0,12641.34,8553.92,3638.5,105.0,8930.17,22664.33,25076.63,30769.0,1119.33,353936.48,543.5,392973.42,8932.08,152273.17,699.0,339519.67,239294.59,476916.3,4200.5,30543.5,98622.0,67547.75,1800.58,103603.0,1429.33,230999.25,23300.5,36488.08,255.5,12698.5,1020.5,5690.5,1980.0,3451.0,3354.25,1151.66,7073.0,500.0,143823.5,586.33,2919.0,8078.5,185648.5,11578.33,9725.05,17914.75,12804.67,272.5,1394.5,1495.83,2570.91,8420.25,785.5,12100.33,7497.0,401.0,1019.5,275.0,2423.67,8159.58,653.0,5.0,22.0,9634.5,309.0,375.0,312.5,2196.0,268.0,524.66,520.66,165.0,5522.67,1258.0,340.0,506.17,2058.33,1243.33,494.5,143.0,183.0,2420.08,76.0,1658.33,3493.25,1693.5,3479.5,802.0,3366.0,47917.47,2222.08,2230.83,4945.17,21.0,57.0,6.0,9.0,10.0,192907.9,1139579.98,16416.66,1064.5,25001.83,14291.67,291892.08,7360.25,1562.0,1
